ID|LATITUDE|LONGITUDE|STATE|EPIDEMIC
2982|24.779|-107.509|Sinaloa|0
3127|24.781|-107.383|Sinaloa|0
3178|24.782|-107.424|Sinaloa|0
3126|24.79|-107.393|Sinaloa|0
3438|24.791|-107.418|Sinaloa|0
3482|24.792|-107.373|Sinaloa|0
3480|24.796|-107.384|Sinaloa|0
2490|24.803|-107.405|Sinaloa|0
4331|24.803|-100.323|Nuevo_Leon|0
2971|24.805|-107.461|Sinaloa|0
2489|24.805|-107.394|Sinaloa|0
3477|24.805|-107.382|Sinaloa|0
3700|24.806|-107.352|Sinaloa|0
4234|24.808|-107.397|Sinaloa|0
3177|24.811|-107.445|Sinaloa|0
3478|24.813|-107.374|Sinaloa|0
2488|24.814|-107.399|Sinaloa|0
3014|24.815|-107.395|Sinaloa|0
4032|24.821|-107.541|Sinaloa|0
4082|24.824|-100.085|Nuevo_Leon|0
2970|24.826|-107.413|Sinaloa|0
2966|24.831|-107.391|Sinaloa|0
2973|24.838|-107.38|Sinaloa|0
3479|24.84|-107.429|Sinaloa|0
3750|24.84|-107.359|Sinaloa|0
2863|24.847|-99.571|Nuevo_Leon|0
3186|24.853|-99.556|Nuevo_Leon|0
4413|24.861|-99.533|Nuevo_Leon|0
4142|24.862|-99.568|Nuevo_Leon|0
4138|24.865|-107.393|Sinaloa|0
4193|24.868|-99.554|Nuevo_Leon|0
4344|24.88|-99.58|Nuevo_Leon|0
4206|24.889|-107.646|Sinaloa|0
4192|24.89|-99.675|Nuevo_Leon|0
4360|24.942|-107.737|Sinaloa|0
4414|25.019|-99.755|Nuevo_Leon|0
4102|25.024|-100.545|Nuevo_Leon|0
4434|25.079|-99.797|Nuevo_Leon|0
3933|25.166|-107.891|Sinaloa|0
4459|25.174|-100.729|Nuevo_Leon|0
4263|25.176|-99.834|Nuevo_Leon|0
4260|25.18|-99.853|Nuevo_Leon|0
4262|25.188|-99.827|Nuevo_Leon|0
4261|25.19|-99.838|Nuevo_Leon|0
4175|25.191|-99.81|Nuevo_Leon|0
4319|25.208|-99.917|Nuevo_Leon|0
4163|25.257|-101.114|Coahuila_de_Zaragoza|0
4202|25.292|-100.019|Nuevo_Leon|0
4439|25.295|-108.51|Sinaloa|0
3977|25.337|-101.046|Coahuila_de_Zaragoza|0
4375|25.355|-100.089|Nuevo_Leon|0
4383|25.368|-108.141|Sinaloa|0
4048|25.37|-101.018|Coahuila_de_Zaragoza|0
3816|25.386|-101.005|Coahuila_de_Zaragoza|0
4435|25.393|-108.439|Sinaloa|0
4049|25.396|-101.021|Coahuila_de_Zaragoza|0
4126|25.404|-100.962|Coahuila_de_Zaragoza|0
4280|25.405|-100.133|Nuevo_Leon|0
4212|25.41|-101.03|Coahuila_de_Zaragoza|0
4125|25.416|-100.976|Coahuila_de_Zaragoza|0
3823|25.422|-101.001|Coahuila_de_Zaragoza|0
4411|25.424|-100.151|Nuevo_Leon|0
4343|25.432|-102.186|Coahuila_de_Zaragoza|0
4329|25.432|-100.81|Coahuila_de_Zaragoza|0
4074|25.435|-100.916|Coahuila_de_Zaragoza|0
3661|25.436|-108.065|Sinaloa|0
3793|25.436|-100.935|Coahuila_de_Zaragoza|0
3911|25.437|-100.966|Coahuila_de_Zaragoza|0
3821|25.438|-100.994|Coahuila_de_Zaragoza|0
3662|25.439|-108.09|Sinaloa|0
3660|25.448|-108.069|Sinaloa|0
4151|25.448|-101.014|Coahuila_de_Zaragoza|0
4442|25.451|-108.546|Sinaloa|0
4384|25.451|-100.866|Coahuila_de_Zaragoza|0
4063|25.451|-100.166|Nuevo_Leon|0
3663|25.455|-108.073|Sinaloa|0
4187|25.458|-108.085|Sinaloa|0
3770|25.46|-100.957|Coahuila_de_Zaragoza|0
4315|25.461|-108.06|Sinaloa|0
3912|25.461|-100.98|Coahuila_de_Zaragoza|0
3659|25.465|-108.088|Sinaloa|0
3665|25.469|-108.098|Sinaloa|0
3822|25.469|-100.994|Coahuila_de_Zaragoza|0
3664|25.47|-108.079|Sinaloa|0
4301|25.472|-100.17|Nuevo_Leon|0
3848|25.475|-103.364|Coahuila_de_Zaragoza|0
3666|25.476|-108.086|Sinaloa|0
4410|25.479|-107.927|Sinaloa|0
4432|25.482|-108.517|Sinaloa|0
4037|25.483|-100.968|Coahuila_de_Zaragoza|0
4334|25.495|-108.301|Sinaloa|0
4308|25.499|-103.11|Coahuila_de_Zaragoza|0
3730|25.501|-103.407|Coahuila_de_Zaragoza|0
4400|25.508|-100.195|Nuevo_Leon|0
4286|25.518|-108.498|Sinaloa|0
3731|25.522|-103.426|Coahuila_de_Zaragoza|0
4159|25.522|-103.401|Coahuila_de_Zaragoza|0
4161|25.523|-103.454|Coahuila_de_Zaragoza|0
4211|25.53|-103.228|Coahuila_de_Zaragoza|0
3729|25.533|-103.398|Coahuila_de_Zaragoza|0
3903|25.533|-103.376|Coahuila_de_Zaragoza|0
3841|25.535|-103.447|Coahuila_de_Zaragoza|0
3915|25.536|-103.523|Durango|0
3888|25.537|-103.462|Coahuila_de_Zaragoza|0
3887|25.537|-103.43|Coahuila_de_Zaragoza|0
3998|25.538|-103.336|Coahuila_de_Zaragoza|0
4095|25.538|-100.943|Coahuila_de_Zaragoza|0
4430|25.541|-108.483|Sinaloa|0
3850|25.541|-103.458|Coahuila_de_Zaragoza|0
3849|25.545|-103.435|Coahuila_de_Zaragoza|0
3732|25.545|-103.411|Coahuila_de_Zaragoza|0
3766|25.548|-103.476|Durango|0
4300|25.55|-100.226|Nuevo_Leon|0
3999|25.552|-108.468|Sinaloa|0
3916|25.552|-103.508|Durango|0
4272|25.553|-103.489|Durango|0
3932|25.555|-103.377|Coahuila_de_Zaragoza|0
4218|25.556|-103.408|Coahuila_de_Zaragoza|0
4036|25.558|-108.483|Sinaloa|0
4398|25.558|-100.253|Nuevo_Leon|0
3913|25.559|-100.925|Coahuila_de_Zaragoza|0
4248|25.563|-108.464|Sinaloa|0
3703|25.564|-103.428|Coahuila_de_Zaragoza|0
3768|25.565|-103.472|Durango|0
3767|25.566|-103.498|Durango|0
3922|25.568|-108.475|Sinaloa|0
4405|25.569|-108.449|Sinaloa|0
3702|25.57|-103.453|Durango|0
4297|25.57|-100.268|Nuevo_Leon|0
3925|25.571|-100.241|Nuevo_Leon|0
4176|25.573|-108.463|Sinaloa|0
3851|25.576|-103.408|Coahuila_de_Zaragoza|0
4249|25.576|-100.277|Nuevo_Leon|0
3991|25.579|-103.536|Durango|0
4009|25.579|-103.521|Durango|0
4298|25.583|-108.473|Sinaloa|0
4369|25.586|-108.462|Sinaloa|0
3764|25.587|-103.395|Coahuila_de_Zaragoza|0
4340|25.588|-100.28|Nuevo_Leon|0
3733|25.588|-99.999|Nuevo_Leon|0
4020|25.589|-103.49|Durango|0
4361|25.59|-108.483|Sinaloa|0
4137|25.59|-100.256|Nuevo_Leon|0
4052|25.593|-99.959|Nuevo_Leon|0
4370|25.596|-108.454|Sinaloa|0
4152|25.598|-100.876|Coahuila_de_Zaragoza|0
4185|25.602|-109.046|Sinaloa|0
3815|25.609|-100.269|Nuevo_Leon|0
3763|25.61|-103.449|Durango|0
4270|25.62|-100.283|Nuevo_Leon|0
3898|25.622|-100.278|Nuevo_Leon|0
4057|25.622|-100.171|Nuevo_Leon|0
4367|25.622|-99.73|Nuevo_Leon|0
3946|25.624|-100.383|Nuevo_Leon|0
4181|25.625|-100.355|Nuevo_Leon|0
4376|25.626|-100.369|Nuevo_Leon|0
4424|25.627|-100.303|Nuevo_Leon|0
3921|25.627|-100.297|Nuevo_Leon|0
4085|25.628|-100.362|Nuevo_Leon|0
4393|25.628|-100.355|Nuevo_Leon|0
4452|25.628|-100.271|Nuevo_Leon|0
4443|25.631|-100.348|Nuevo_Leon|0
3984|25.631|-100.098|Nuevo_Leon|0
3949|25.634|-100.332|Nuevo_Leon|0
3682|25.636|-100.281|Nuevo_Leon|0
3967|25.636|-100.154|Nuevo_Leon|0
3749|25.637|-100.313|Nuevo_Leon|0
4449|25.638|-100.386|Nuevo_Leon|0
3943|25.638|-100.38|Nuevo_Leon|0
3944|25.638|-100.352|Nuevo_Leon|0
3985|25.639|-100.056|Nuevo_Leon|0
4447|25.64|-100.265|Nuevo_Leon|0
4395|25.641|-100.273|Nuevo_Leon|0
3927|25.642|-103.369|Coahuila_de_Zaragoza|0
4438|25.642|-100.296|Nuevo_Leon|0
3945|25.644|-100.407|Nuevo_Leon|0
4440|25.644|-100.321|Nuevo_Leon|0
4156|25.645|-100.369|Nuevo_Leon|0
4313|25.645|-100.267|Nuevo_Leon|0
3713|25.645|-100.186|Nuevo_Leon|0
4213|25.647|-100.385|Nuevo_Leon|0
3683|25.647|-100.29|Nuevo_Leon|0
4333|25.648|-100.336|Nuevo_Leon|0
4250|25.648|-100.335|Nuevo_Leon|0
4445|25.648|-100.334|Nuevo_Leon|0
4380|25.648|-100.289|Nuevo_Leon|0
4436|25.649|-100.291|Nuevo_Leon|0
4412|25.649|-100.286|Nuevo_Leon|0
4150|25.65|-100.746|Nuevo_Leon|0
4446|25.65|-100.375|Nuevo_Leon|0
4456|25.651|-100.379|Nuevo_Leon|0
4335|25.651|-100.292|Nuevo_Leon|0
3948|25.652|-100.397|Nuevo_Leon|0
4416|25.652|-100.284|Nuevo_Leon|0
4000|25.652|-100.111|Nuevo_Leon|0
4072|25.653|-108.618|Sinaloa|0
4368|25.653|-100.354|Nuevo_Leon|0
3995|25.653|-100.339|Nuevo_Leon|0
4419|25.653|-100.289|Nuevo_Leon|0
3843|25.654|-100.363|Nuevo_Leon|0
4463|25.654|-100.362|Nuevo_Leon|0
3856|25.654|-100.301|Nuevo_Leon|0
3941|25.655|-100.385|Nuevo_Leon|0
3755|25.655|-100.262|Nuevo_Leon|0
3917|25.655|-100.13|Nuevo_Leon|0
4233|25.656|-100.352|Nuevo_Leon|0
4354|25.656|-100.183|Nuevo_Leon|0
3708|25.656|-100.086|Nuevo_Leon|0
3773|25.657|-100.217|Nuevo_Leon|0
4441|25.658|-100.314|Nuevo_Leon|0
3845|25.658|-100.282|Nuevo_Leon|0
3940|25.659|-100.366|Nuevo_Leon|0
3966|25.659|-100.176|Nuevo_Leon|0
4090|25.66|-100.45|Nuevo_Leon|0
3775|25.66|-100.195|Nuevo_Leon|0
3681|25.66|-100.152|Nuevo_Leon|0
4433|25.662|-100.36|Nuevo_Leon|0
3842|25.663|-100.404|Nuevo_Leon|0
4455|25.663|-100.359|Nuevo_Leon|0
4081|25.663|-100.297|Nuevo_Leon|0
4372|25.663|-100.243|Nuevo_Leon|0
3804|25.664|-100.314|Nuevo_Leon|0
4428|25.665|-100.38|Nuevo_Leon|0
4099|25.666|-100.46|Nuevo_Leon|0
4293|25.667|-100.333|Nuevo_Leon|0
4356|25.667|-100.326|Nuevo_Leon|0
4064|25.668|-100.35|Nuevo_Leon|0
4451|25.669|-100.445|Nuevo_Leon|0
4378|25.669|-100.321|Nuevo_Leon|0
4101|25.669|-100.313|Nuevo_Leon|0
3753|25.669|-100.257|Nuevo_Leon|0
4305|25.67|-100.299|Nuevo_Leon|0
3960|25.671|-100.348|Nuevo_Leon|0
3947|25.672|-100.376|Nuevo_Leon|0
3881|25.673|-100.435|Nuevo_Leon|0
3735|25.673|-100.328|Nuevo_Leon|0
4107|25.673|-100.305|Nuevo_Leon|0
4100|25.674|-100.469|Nuevo_Leon|0
4264|25.674|-100.314|Nuevo_Leon|0
4098|25.675|-100.455|Nuevo_Leon|0
3847|25.675|-100.189|Nuevo_Leon|0
4332|25.676|-100.314|Nuevo_Leon|0
4071|25.676|-100.288|Nuevo_Leon|0
3896|25.677|-100.42|Nuevo_Leon|0
4426|25.677|-100.398|Nuevo_Leon|0
3971|25.677|-100.318|Nuevo_Leon|0
4179|25.677|-100.299|Nuevo_Leon|0
3694|25.677|-100.232|Nuevo_Leon|0
3942|25.679|-100.362|Nuevo_Leon|0
4397|25.679|-100.331|Nuevo_Leon|0
3834|25.679|-100.163|Nuevo_Leon|0
4342|25.68|-100.288|Nuevo_Leon|0
4135|25.681|-100.258|Nuevo_Leon|0
3953|25.681|-100.238|Nuevo_Leon|0
4123|25.681|-100.118|Nuevo_Leon|0
3844|25.682|-100.303|Nuevo_Leon|0
3858|25.683|-100.482|Nuevo_Leon|0
3979|25.683|-100.316|Nuevo_Leon|0
4117|25.683|-100.313|Nuevo_Leon|0
3728|25.683|-100.289|Nuevo_Leon|0
4170|25.685|-100.376|Nuevo_Leon|0
4026|25.686|-100.317|Nuevo_Leon|0
3765|25.687|-100.448|Nuevo_Leon|0
4450|25.687|-100.352|Nuevo_Leon|0
3835|25.688|-100.342|Nuevo_Leon|0
3691|25.688|-100.214|Nuevo_Leon|0
3846|25.689|-100.27|Nuevo_Leon|0
4386|25.689|-100.254|Nuevo_Leon|0
4140|25.689|-100.193|Nuevo_Leon|0
4328|25.69|-100.648|Nuevo_Leon|0
3709|25.69|-100.325|Nuevo_Leon|0
3987|25.692|-100.353|Nuevo_Leon|0
4209|25.693|-100.244|Nuevo_Leon|0
3727|25.694|-100.298|Nuevo_Leon|0
3863|25.695|-100.514|Nuevo_Leon|0
4015|25.695|-100.372|Nuevo_Leon|0
3937|25.695|-100.261|Nuevo_Leon|0
4271|25.696|-100.38|Nuevo_Leon|0
4004|25.696|-100.284|Nuevo_Leon|0
3837|25.696|-100.247|Nuevo_Leon|0
4027|25.697|-100.317|Nuevo_Leon|0
3900|25.7|-100.176|Nuevo_Leon|0
4069|25.701|-100.361|Nuevo_Leon|0
3982|25.702|-100.337|Nuevo_Leon|0
3776|25.703|-100.231|Nuevo_Leon|0
3799|25.703|-100.138|Nuevo_Leon|0
4336|25.707|-99.254|Nuevo_Leon|0
4317|25.709|-100.358|Nuevo_Leon|0
3693|25.709|-100.302|Nuevo_Leon|0
4148|25.71|-100.344|Nuevo_Leon|0
4462|25.711|-100.351|Nuevo_Leon|0
4038|25.712|-100.328|Nuevo_Leon|0
4005|25.712|-100.275|Nuevo_Leon|0
3710|25.713|-100.372|Nuevo_Leon|0
3673|25.714|-100.258|Nuevo_Leon|0
4359|25.715|-100.25|Nuevo_Leon|0
4124|25.716|-100.122|Nuevo_Leon|0
3772|25.717|-100.346|Nuevo_Leon|0
4010|25.72|-100.23|Nuevo_Leon|0
3774|25.72|-100.214|Nuevo_Leon|0
3700|25.722|-100.393|Nuevo_Leon|0
3825|25.723|-100.209|Nuevo_Leon|0
3897|25.723|-99.713|Nuevo_Leon|0
3787|25.724|-100.279|Nuevo_Leon|0
3869|25.724|-100.193|Nuevo_Leon|0
4307|25.727|-100.388|Nuevo_Leon|0
4425|25.727|-100.38|Nuevo_Leon|0
3714|25.727|-100.298|Nuevo_Leon|0
4068|25.728|-100.375|Nuevo_Leon|0
3857|25.729|-100.361|Nuevo_Leon|0
3832|25.73|-100.167|Nuevo_Leon|0
3870|25.731|-100.308|Nuevo_Leon|0
4235|25.732|-100.396|Nuevo_Leon|0
3754|25.732|-100.272|Nuevo_Leon|0
4366|25.735|-100.304|Nuevo_Leon|0
3818|25.736|-100.376|Nuevo_Leon|0
4396|25.736|-100.314|Nuevo_Leon|0
3836|25.736|-100.241|Nuevo_Leon|0
4032|25.736|-100.206|Nuevo_Leon|0
4171|25.737|-100.287|Nuevo_Leon|0
3734|25.738|-100.342|Nuevo_Leon|0
4073|25.74|-100.404|Nuevo_Leon|0
4016|25.743|-100.513|Nuevo_Leon|0
4060|25.745|-100.384|Nuevo_Leon|0
3902|25.745|-100.299|Nuevo_Leon|0
3771|25.746|-100.31|Nuevo_Leon|0
3826|25.746|-100.166|Nuevo_Leon|0
3882|25.747|-100.359|Nuevo_Leon|0
4316|25.747|-100.201|Nuevo_Leon|0
4040|25.748|-100.227|Nuevo_Leon|0
4448|25.751|-100.258|Nuevo_Leon|0
4006|25.752|-100.264|Nuevo_Leon|0
4031|25.754|-100.246|Nuevo_Leon|0
3880|25.754|-100.181|Nuevo_Leon|0
3989|25.755|-102.981|Coahuila_de_Zaragoza|0
4326|25.755|-100.367|Nuevo_Leon|0
3901|25.755|-100.282|Nuevo_Leon|0
3973|25.756|-100.399|Nuevo_Leon|0
4330|25.756|-99.373|Nuevo_Leon|0
3813|25.76|-109.001|Sinaloa|0
4310|25.76|-108.813|Sinaloa|0
3797|25.761|-100.295|Nuevo_Leon|0
3868|25.762|-100.207|Nuevo_Leon|0
4136|25.766|-103.273|Coahuila_de_Zaragoza|0
3926|25.766|-100.302|Nuevo_Leon|0
3854|25.768|-108.992|Sinaloa|0
3705|25.768|-100.416|Nuevo_Leon|0
3692|25.769|-100.274|Nuevo_Leon|0
3762|25.77|-100.316|Nuevo_Leon|0
3724|25.772|-100.381|Nuevo_Leon|0
3988|25.772|-100.162|Nuevo_Leon|0
4160|25.772|-97.538|Tamaulipas|0
3855|25.773|-108.969|Sinaloa|0
3974|25.773|-100.426|Nuevo_Leon|0
3986|25.774|-100.29|Nuevo_Leon|0
3788|25.775|-100.188|Nuevo_Leon|0
3715|25.777|-100.255|Nuevo_Leon|0
3798|25.777|-100.12|Nuevo_Leon|0
4141|25.778|-100.385|Nuevo_Leon|0
3819|25.78|-108.983|Sinaloa|0
4028|25.78|-100.225|Nuevo_Leon|0
3704|25.781|-100.406|Nuevo_Leon|0
4229|25.783|-109.015|Sinaloa|0
4067|25.784|-100.052|Nuevo_Leon|0
3996|25.786|-100.479|Nuevo_Leon|0
3833|25.787|-100.144|Nuevo_Leon|0
3706|25.788|-100.447|Nuevo_Leon|0
3711|25.788|-100.309|Nuevo_Leon|0
3978|25.789|-100.248|Nuevo_Leon|0
3812|25.79|-108.99|Sinaloa|0
3934|25.791|-108.998|Sinaloa|0
4302|25.791|-100.322|Nuevo_Leon|0
3958|25.791|-97.528|Tamaulipas|0
4244|25.793|-109.022|Sinaloa|0
3712|25.795|-100.586|Nuevo_Leon|0
4259|25.796|-108.977|Sinaloa|0
3746|25.797|-100.383|Nuevo_Leon|0
3993|25.8|-108.987|Sinaloa|0
4149|25.804|-100.301|Nuevo_Leon|0
4112|25.805|-109.013|Sinaloa|0
3726|25.805|-100.279|Nuevo_Leon|0
3761|25.806|-100.355|Nuevo_Leon|0
3707|25.806|-100.325|Nuevo_Leon|0
4245|25.808|-108.968|Sinaloa|0
3959|25.809|-97.52|Tamaulipas|0
4292|25.811|-99.118|Nuevo_Leon|0
3684|25.812|-100.246|Nuevo_Leon|0
3992|25.815|-109.006|Sinaloa|0
4258|25.819|-108.994|Sinaloa|0
3688|25.819|-100.219|Nuevo_Leon|0
4066|25.82|-100.605|Nuevo_Leon|0
3685|25.823|-100.302|Nuevo_Leon|0
4093|25.826|-97.518|Tamaulipas|0
4223|25.83|-100.262|Nuevo_Leon|0
4321|25.837|-100.143|Nuevo_Leon|0
3852|25.838|-97.474|Tamaulipas|0
3747|25.838|-97.436|Tamaulipas|0
3687|25.848|-100.319|Nuevo_Leon|0
4453|25.852|-100.422|Nuevo_Leon|0
3968|25.853|-97.532|Tamaulipas|0
3950|25.853|-97.504|Tamaulipas|0
3864|25.862|-97.586|Tamaulipas|0
3865|25.864|-97.482|Tamaulipas|0
4237|25.876|-100.173|Nuevo_Leon|0
3748|25.882|-97.505|Tamaulipas|0
3866|25.886|-97.543|Tamaulipas|0
3758|25.893|-100.223|Nuevo_Leon|0
4327|25.893|-100.107|Nuevo_Leon|0
3686|25.903|-100.266|Nuevo_Leon|0
4014|25.906|-100.16|Nuevo_Leon|0
4275|25.908|-97.552|Tamaulipas|0
4025|25.923|-98.711|Nuevo_Leon|0
4210|25.946|-97.772|Tamaulipas|0
4208|25.949|-97.968|Tamaulipas|0
3759|25.953|-100.163|Nuevo_Leon|0
3725|25.966|-100.286|Nuevo_Leon|0
3698|25.979|-98.089|Tamaulipas|0
4108|25.994|-98.119|Tamaulipas|0
3801|25.995|-98.203|Tamaulipas|0
4246|26.003|-109.009|Sinaloa|0
4207|26.008|-97.968|Tamaulipas|0
4024|26.009|-98.488|Tamaulipas|0
4065|26.014|-98.278|Tamaulipas|0
3990|26.016|-98.248|Tamaulipas|0
3800|26.021|-98.227|Tamaulipas|0
3695|26.034|-98.273|Tamaulipas|0
4061|26.041|-98.203|Tamaulipas|0
4382|26.042|-100.128|Nuevo_Leon|0
3696|26.043|-98.313|Tamaulipas|0
3976|26.054|-98.357|Tamaulipas|0
4236|26.055|-97.951|Tamaulipas|0
3803|26.06|-98.287|Tamaulipas|0
4167|26.065|-98.338|Tamaulipas|0
4011|26.067|-98.317|Tamaulipas|0
3802|26.082|-98.296|Tamaulipas|0
3697|26.093|-98.278|Tamaulipas|0
4013|26.095|-98.308|Tamaulipas|0
4035|26.116|-98.332|Tamaulipas|0
4391|26.137|-98.342|Tamaulipas|0
4222|26.206|-100.121|Nuevo_Leon|0
4285|26.504|-100.009|Nuevo_Leon|0
3817|26.506|-100.177|Nuevo_Leon|0
4392|26.653|-99.937|Nuevo_Leon|0
4358|26.774|-109.299|Sonora|0
4201|26.787|-101.436|Coahuila_de_Zaragoza|0
4415|26.799|-101.428|Coahuila_de_Zaragoza|0
4345|26.834|-109.64|Sonora|0
4070|26.853|-101.41|Coahuila_de_Zaragoza|0
4039|26.889|-101.423|Coahuila_de_Zaragoza|0
4238|26.903|-101.415|Coahuila_de_Zaragoza|0
3741|26.904|-101.435|Coahuila_de_Zaragoza|0
4007|26.913|-101.423|Coahuila_de_Zaragoza|0
4145|26.913|-101.394|Coahuila_de_Zaragoza|0
4045|26.916|-105.663|Chihuahua|0
4046|26.925|-105.674|Chihuahua|0
4041|26.932|-105.651|Chihuahua|0
4291|26.933|-105.662|Chihuahua|0
4166|26.936|-105.705|Chihuahua|0
3756|26.936|-105.681|Chihuahua|0
4373|26.936|-101.429|Coahuila_de_Zaragoza|0
4047|26.947|-105.675|Chihuahua|0
4172|26.948|-101.411|Coahuila_de_Zaragoza|0
4240|26.954|-101.453|Coahuila_de_Zaragoza|0
4351|26.954|-99.784|Nuevo_Leon|0
4304|26.965|-105.662|Chihuahua|0
4299|27.029|-109.437|Sonora|0
4325|27.048|-109.456|Sonora|0
4190|27.059|-109.438|Sonora|0
4189|27.061|-109.452|Sonora|0
4174|27.065|-109.478|Sonora|0
4191|27.075|-109.444|Sonora|0
4162|27.101|-109.448|Sonora|0
4284|27.122|-104.92|Chihuahua|0
4146|27.122|-104.905|Chihuahua|0
4147|27.13|-104.917|Chihuahua|0
4221|27.165|-99.668|Tamaulipas|0
4115|27.228|-109.61|Sonora|0
4374|27.235|-100.136|Nuevo_Leon|0
4427|27.332|-109.733|Sonora|0
3736|27.367|-99.564|Tamaulipas|0
4429|27.402|-109.827|Sonora|0
3674|27.415|-99.538|Tamaulipas|0
3679|27.429|-99.531|Tamaulipas|0
4353|27.444|-109.933|Sonora|0
3829|27.444|-99.507|Tamaulipas|0
4053|27.445|-99.497|Tamaulipas|0
4122|27.451|-109.944|Sonora|0
4153|27.454|-109.893|Sonora|0
4012|27.454|-99.567|Tamaulipas|0
3719|27.456|-99.507|Tamaulipas|0
4288|27.464|-109.95|Sonora|0
4296|27.465|-109.93|Sonora|0
3718|27.466|-99.503|Tamaulipas|0
4214|27.47|-109.938|Sonora|0
3720|27.47|-99.54|Tamaulipas|0
4320|27.471|-109.912|Sonora|0
4083|27.471|-99.632|Tamaulipas|0
4279|27.477|-109.956|Sonora|0
4352|27.479|-109.93|Sonora|0
3717|27.479|-99.534|Tamaulipas|0
3952|27.479|-99.509|Tamaulipas|0
4385|27.479|-99.483|Tamaulipas|0
3779|27.48|-99.55|Tamaulipas|0
3830|27.48|-99.49|Tamaulipas|0
4278|27.481|-109.94|Sonora|0
3910|27.484|-99.52|Tamaulipas|0
3680|27.489|-99.507|Tamaulipas|0
4155|27.49|-109.928|Sonora|0
4154|27.493|-109.963|Sonora|0
3780|27.493|-99.494|Tamaulipas|0
4116|27.495|-109.943|Sonora|0
3677|27.498|-99.556|Tamaulipas|0
4363|27.501|-109.929|Sonora|0
3678|27.506|-99.536|Tamaulipas|0
4114|27.507|-109.943|Sonora|0
4362|27.519|-109.927|Sonora|0
3778|27.532|-99.569|Tamaulipas|0
4365|27.578|-109.926|Sonora|0
3828|27.593|-99.539|Tamaulipas|0
4309|27.603|-110.289|Sonora|0
3760|27.613|-99.676|Tamaulipas|0
3936|27.671|-105.183|Chihuahua|0
4104|27.671|-105.162|Chihuahua|0
3935|27.68|-105.175|Chihuahua|0
4144|27.682|-105.164|Chihuahua|0
3918|27.693|-105.172|Chihuahua|0
4402|27.694|-99.756|Nuevo_Leon|0
4388|27.79|-110.43|Sonora|0
4339|27.849|-101.113|Coahuila_de_Zaragoza|0
4349|27.866|-101.416|Coahuila_de_Zaragoza|0
4454|27.876|-101.506|Coahuila_de_Zaragoza|0
4277|27.879|-101.516|Coahuila_de_Zaragoza|0
4437|27.88|-110.87|Sonora|0
4254|27.89|-110.9|Sonora|0
4289|27.899|-110.916|Sonora|0
4109|27.907|-110.902|Sonora|0
4110|27.916|-110.902|Sonora|0
4357|27.916|-105.197|Chihuahua|0
4389|27.922|-110.941|Sonora|0
4120|27.923|-110.91|Sonora|0
4318|27.924|-110.92|Sonora|0
4255|27.925|-110.882|Sonora|0
4121|27.926|-110.892|Sonora|0
4422|27.932|-101.228|Coahuila_de_Zaragoza|0
4421|27.932|-101.227|Coahuila_de_Zaragoza|0
4196|27.935|-110.934|Sonora|0
4407|27.95|-111.09|Sonora|0
4399|27.952|-111.054|Sonora|0
4283|27.958|-110.814|Sonora|0
4341|27.959|-110.791|Sonora|0
4406|27.967|-111.035|Sonora|0
4418|27.97|-111.105|Sonora|0
4265|28.027|-105.29|Chihuahua|0
3964|28.167|-105.461|Chihuahua|0
4311|28.172|-105.441|Chihuahua|0
3962|28.184|-105.485|Chihuahua|0
3965|28.189|-105.472|Chihuahua|0
4239|28.192|-105.448|Chihuahua|0
3963|28.196|-105.465|Chihuahua|0
4408|28.252|-111.028|Sonora|0
4042|28.314|-106.475|Chihuahua|0
3961|28.382|-106.675|Chihuahua|0
4234|28.386|-105.627|Chihuahua|0
3883|28.388|-106.86|Chihuahua|0
3886|28.396|-106.895|Chihuahua|0
3885|28.406|-106.861|Chihuahua|0
4043|28.415|-106.261|Chihuahua|0
4409|28.42|-100.769|Coahuila_de_Zaragoza|0
3884|28.432|-106.824|Chihuahua|0
3811|28.446|-106.796|Chihuahua|0
4055|28.523|-105.925|Chihuahua|0
4044|28.527|-106.176|Chihuahua|0
4050|28.59|-106.111|Chihuahua|0
4346|28.593|-106.081|Chihuahua|0
4054|28.598|-106.038|Chihuahua|0
4251|28.605|-106.098|Chihuahua|0
4131|28.605|-106.069|Chihuahua|0
4023|28.608|-106.018|Chihuahua|0
4082|28.611|-106.048|Chihuahua|0
4129|28.615|-106.1|Chihuahua|0
4252|28.615|-106.083|Chihuahua|0
4021|28.617|-106.065|Chihuahua|0
4287|28.619|-106.111|Chihuahua|0
4130|28.621|-106.124|Chihuahua|0
3875|28.622|-106.038|Chihuahua|0
4164|28.628|-106.08|Chihuahua|0
4324|28.631|-106.098|Chihuahua|0
3876|28.631|-106.061|Chihuahua|0
4364|28.636|-106.042|Chihuahua|0
3975|28.636|-106.022|Chihuahua|0
4314|28.636|-105.986|Chihuahua|0
4282|28.637|-100.553|Coahuila_de_Zaragoza|0
4294|28.639|-106.124|Chihuahua|0
3878|28.641|-106.077|Chihuahua|0
4331|28.649|-106.114|Chihuahua|0
3676|28.655|-106.128|Chihuahua|0
3873|28.655|-106.09|Chihuahua|0
3874|28.661|-106.103|Chihuahua|0
4165|28.661|-106.075|Chihuahua|0
4224|28.672|-106.13|Chihuahua|0
3879|28.678|-106.086|Chihuahua|0
4323|28.679|-100.513|Coahuila_de_Zaragoza|0
4022|28.682|-106.0|Chihuahua|0
